1.138682131229899752e-01 2.237921668900518316e-02 7.378018766761332836e-01
1.139202257856072598e-01 2.237851577973794595e-02 7.382484743977660857e-01
1.142049636616098013e-01 2.247110551416187096e-02 7.390174209720138387e-01
1.142732312319665183e-01 2.254106347532974439e-02 7.378399180155950088e-01
1.145658595206668906e-01 2.224100174895499507e-02 7.394257559304187044e-01
1.148425213373111126e-01 2.254529048964188168e-02 7.408095701115073872e-01
1.151529517815892412e-01 2.247975875240546331e-02 7.419679986856422271e-01
1.151688041162575726e-01 2.223556603887280950e-02 7.411091080093685779e-01
1.152464298477035853e-01 2.254991253047230332e-02 7.425273001796132144e-01
1.153814230169955962e-01 2.179342077665337440e-02 7.648020165576752127e-01
1.156405395554843535e-01 2.232362993907068341e-02 7.460685759216081347e-01
1.161247991491301534e-01 2.262087066230413293e-02 7.592655354546424817e-01
1.161581079441009329e-01 2.249626475238024684e-02 7.582220695509015451e-01
1.163914321797034079e-01 2.233651914658215873e-02 7.612872496514876408e-01
1.165710752749440915e-01 2.270057925378708361e-02 7.470064982996387215e-01
1.167888749638213430e-01 2.032536733345837593e-02 7.622385278631230721e-01
1.169251706521805684e-01 2.004166710270055898e-02 7.709341727724260407e-01
1.171625134250015021e-01 2.257049684732669037e-02 7.507969931416088594e-01
1.171744405621353291e-01 2.180043189412168153e-02 7.715736294877922896e-01
1.172618578534504324e-01 2.254519770155261407e-02 7.491392741489867335e-01
1.172773844316662012e-01 2.246347049951919264e-02 7.621067361327799050e-01
1.173608773553570378e-01 2.004338637512328297e-02 7.700532754796094448e-01
1.174532363024915066e-01 2.256500671189958646e-02 7.502022817511559971e-01
1.174800326151081709e-01 2.159120807515929261e-02 7.755881917866934705e-01
1.176298546205193085e-01 2.039166606876427826e-02 7.706186040304299212e-01
1.177260072135510455e-01 2.031514893971478677e-02 7.804610591371733408e-01
1.177951009476099209e-01 2.285450954366017098e-02 7.511066665100543105e-01
1.178626389278896042e-01 2.329546401335909345e-02 7.532399294344619411e-01
1.178817215687186087e-01 2.041115797801059881e-02 7.674444630289993796e-01
1.178877689464098849e-01 2.127634952588197681e-02 7.779575027810264887e-01
1.178906593247957546e-01 2.033560850925437286e-02 7.627679763847280414e-01
1.179588457425500142e-01 2.121366476448421218e-02 7.776912532409862022e-01
1.179954894247887132e-01 2.061644199664435309e-02 7.699383204109455647e-01
1.180036612669051882e-01 2.041780160136325364e-02 7.667280193707951552e-01
1.180560799036512870e-01 2.235827007392732213e-02 7.682641940846531847e-01
1.181010663911654102e-01 2.000136343578955492e-02 7.630495928722786925e-01
1.181431183266979934e-01 2.018747857606656079e-02 7.697240507569830248e-01
1.181519043385399342e-01 2.049563464796176626e-02 7.665888352474936607e-01
1.181650523288506477e-01 2.069258544403706351e-02 7.670160218744991321e-01
1.181920895866261229e-01 2.238312080584182323e-02 7.682261628135885756e-01
1.181978667362168639e-01 2.032674446439281662e-02 7.584248017866874747e-01
1.181995598112857704e-01 2.056686869335624598e-02 7.696949753142579009e-01
1.182099167664121264e-01 2.048940656165504706e-02 7.627093759226732939e-01
1.182302846986459377e-01 2.133590090268136508e-02 7.772197212925935350e-01
1.182541444307991241e-01 2.032699596065424413e-02 7.622566534527496218e-01
1.182584374213654643e-01 2.032983099667811516e-02 7.622646526513524590e-01
1.182765699201304421e-01 2.061372326780074038e-02 7.696244070661055758e-01
1.182839801460092294e-01 2.013287586709295099e-02 7.664268222713296330e-01
1.183229384707396997e-01 2.035607248299682245e-02 7.631077276734588022e-01
1.183278001826588294e-01 2.034918940427765666e-02 7.718328064678997569e-01
1.183383593536271733e-01 2.023025760874181192e-02 7.638163291054516080e-01
1.183539449857964887e-01 2.037428513755841150e-02 7.631177123673764662e-01
1.183733684492812299e-01 2.039199366486876483e-02 7.623110396932012423e-01
1.183920823830112712e-01 2.021594651517810703e-02 7.664907477754704379e-01
1.183933151693574021e-01 2.008114748813889794e-02 7.651224410774810636e-01
1.183948547215901703e-01 2.049474024346969667e-02 7.664770869011801047e-01
1.183990119908560346e-01 2.068622067092396391e-02 7.670720514357255437e-01
1.183990646148641857e-01 2.038195865672502369e-02 7.571170892683520837e-01
1.184112143106749032e-01 2.009469699618243732e-02 7.651269245814679154e-01
1.184761271727899079e-01 2.044188137188186760e-02 7.714826906089435887e-01
1.184793560231387072e-01 2.030583465148707786e-02 7.651694251875942321e-01
1.184950101212613183e-01 2.321283124087353961e-02 7.633242662759996966e-01
1.184987630979617707e-01 2.027786336522142269e-02 7.644007221613033920e-01
1.185009018059287600e-01 2.009313687196606635e-02 7.661680303075214526e-01
1.185171131072304401e-01 2.019652921847844493e-02 7.652347509102183087e-01
1.185229258435031574e-01 2.030358312450857711e-02 7.762863137864243201e-01
1.185419420899227194e-01 2.028954894304685688e-02 7.614792826038991880e-01
1.185551399304039799e-01 2.038224425209886337e-02 7.632934644473813313e-01
1.185633151706941002e-01 2.011945276143735709e-02 7.640669023772470592e-01
1.185671608226605139e-01 2.125620614539854708e-02 7.774851923533167009e-01
1.185675032611530899e-01 2.250317180631300831e-02 7.666551813893234257e-01
1.185686993440141501e-01 2.030690634121973606e-02 7.614824620917828302e-01
1.185871810790567193e-01 2.025487287793014887e-02 7.632642322108201816e-01
1.185873954423983662e-01 2.057615920004733298e-02 7.589221147180891247e-01
1.185972621161256874e-01 2.024754973813404704e-02 7.594058059579773534e-01
1.186105131417804215e-01 2.053254652066615477e-02 7.677746163846252969e-01
1.186326797345775841e-01 2.029380683257036785e-02 7.733712537906840545e-01
1.186363483467250401e-01 2.041729822535823941e-02 7.715030094612145284e-01
1.186464011982343164e-01 2.011180111708181159e-02 7.648676320384721894e-01
1.186464634663155909e-01 2.035456516612099004e-02 7.512091717194631091e-01
1.186614676198753660e-01 2.008454661626790649e-02 7.639138413349517709e-01
1.186693841830883667e-01 2.021161078941810171e-02 7.719819419660681747e-01
1.186729961640071579e-01 2.062844393617933175e-02 7.591107230441510589e-01
1.186745467153172418e-01 2.029855787156078020e-02 7.789938070463087172e-01
1.186816550392545827e-01 2.032500333564196682e-02 7.632986266805248388e-01
1.186912023847256636e-01 2.013742969796137455e-02 7.637965244352195038e-01
1.186938758372110825e-01 2.015830527339136993e-02 7.660035869501484740e-01
1.187097804392469313e-01 2.059848835474285822e-02 7.679844110092336473e-01
1.187203022802897079e-01 2.031969445276864822e-02 7.670761284587845896e-01
1.187265157419392092e-01 2.067788544942313067e-02 7.683363398623860308e-01
1.187288886260521870e-01 2.045731406113529896e-02 7.624670235675905516e-01
1.187374669664537502e-01 2.280493854121084379e-02 7.548618163540774528e-01
1.187411599512896432e-01 2.040985130727767174e-02 7.638177259966847377e-01
1.187436117693073251e-01 2.052591668737033248e-02 7.664177477444213960e-01
1.187502255276539631e-01 2.058257234071978609e-02 7.643512514611431330e-01
1.187520725117720416e-01 2.028523284663010309e-02 7.614108025758192788e-01
1.187558359830859916e-01 2.019012538558106681e-02 7.750341832247181761e-01
1.187578313686144249e-01 2.040066694344930265e-02 7.540987143344349830e-01
1.187653302383385873e-01 2.041075074213234350e-02 7.666736077098664781e-01
1.187680192728045592e-01 2.031044566013346861e-02 7.685554549813313763e-01
1.187694908525057380e-01 2.027313173060493398e-02 7.695294764349757122e-01
1.187789354370724776e-01 2.301694915806602043e-02 7.629922973123274277e-01
1.187809782258340274e-01 2.028670399121785747e-02 7.728067009318981828e-01
1.187826698718992408e-01 2.030359689248797950e-02 7.663618336414854681e-01
1.187971019095207387e-01 2.129563832940944632e-02 7.795686984052667690e-01
1.188080961888301201e-01 2.028763912637559369e-02 7.726910175465534492e-01
1.188083034100819446e-01 2.028540141950688908e-02 7.750976843306253139e-01
1.188100311507648554e-01 2.027998090754795993e-02 7.606942979069030164e-01
1.188134192628549912e-01 2.047332001184742206e-02 7.517475228233220230e-01
1.188252078652263094e-01 2.030397976120031436e-02 7.726406032929330481e-01
1.188460627136239400e-01 2.050621697140182775e-02 7.626151799897804562e-01
1.188559769711482195e-01 2.028634675670071968e-02 7.726261654193523620e-01
1.188618354227978652e-01 2.019777412982225878e-02 7.661645765955550358e-01
1.188631826084613069e-01 2.002841429225052372e-02 7.691303743249580105e-01
1.188707466679077424e-01 2.034325219547334501e-02 7.749701040841373567e-01
1.188854288657119895e-01 2.006874608360320611e-02 7.581750515412798430e-01
1.188920109028458044e-01 2.052383660964464049e-02 7.755638173450826178e-01
1.188935046801062045e-01 2.054888493046710257e-02 7.626914384054094276e-01
1.188980233121542246e-01 2.018651762829870924e-02 7.563293120841562134e-01
1.188994902940466308e-01 2.055359783185055703e-02 7.626969826333100944e-01
1.189014045866199770e-01 2.037146142922344888e-02 7.748225691842672846e-01
1.189139642252230455e-01 2.020130092007737035e-02 7.601155497187900290e-01
1.189164565721066713e-01 2.034683560330188476e-02 7.607918676206225639e-01
1.189242771410558425e-01 2.018816084676699693e-02 7.563433464698670061e-01
1.189315656965421741e-01 2.042588370227575029e-02 7.633380945421981423e-01
1.189316574491479650e-01 2.058865404585341619e-02 7.629156557443558251e-01
1.189561339134003609e-01 2.047182104638992431e-02 7.593424270824645772e-01
1.189669688157726501e-01 2.024159779915240057e-02 7.733760367543258685e-01
1.189739565049230813e-01 2.040478743097372955e-02 7.528651647506048317e-01
1.189790383645814437e-01 2.018638509190813501e-02 7.563725594985081235e-01
1.189824682340518414e-01 2.019106866383028887e-02 7.743899479669742458e-01
1.190254331627634415e-01 2.015243827710441055e-02 7.651455174160745054e-01
1.190325892417327946e-01 2.020188647410518096e-02 7.661195406260331575e-01
1.190340537709349417e-01 2.068958096259761528e-02 7.730006120134561565e-01
1.190403182949957284e-01 2.043965637848163541e-02 7.634183855668894569e-01
1.190427954708475483e-01 2.020183179448571328e-02 7.661120736723985303e-01
1.190548461750483844e-01 2.014840228998001498e-02 7.586437180727674257e-01
1.190625771534476046e-01 2.058232017207725292e-02 7.627162036295457304e-01
1.190661244710718020e-01 2.056221451220887481e-02 7.674311685885909506e-01
1.190749095911419198e-01 2.045427262884201569e-02 7.655030728051022137e-01
1.190928062658013348e-01 2.057416963945356281e-02 7.679730315949532260e-01
1.190933898783263639e-01 2.033923278142842420e-02 7.737536691684737677e-01
1.190945693470561728e-01 2.052191959953899095e-02 7.750148110547266933e-01
1.190950635175328093e-01 2.027720800824130837e-02 7.639822220646269590e-01
1.191032242996984403e-01 2.053018954995394080e-02 7.750127794838963524e-01
1.191053153848278118e-01 2.053000945673491909e-02 7.750042532982819310e-01
