1.158651527884132365e-01 2.232023210076600553e-02 7.669071135503834347e-01
1.163025583188604245e-01 2.290444008514695012e-02 7.654990074541662137e-01
1.163470525506832554e-01 2.217340765151666268e-02 7.664344752231658786e-01
1.164180095109439428e-01 2.098141532294524672e-02 7.660293864703364708e-01
1.164945830657414666e-01 2.088116477406292554e-02 7.660564304476609188e-01
1.165205347664092922e-01 2.194393450273836310e-02 7.658805845797497236e-01
1.165967398483833961e-01 2.109605059172602395e-02 7.659079205815620961e-01
1.166572995585725692e-01 2.094293965934488147e-02 7.657117220925389045e-01
1.166869033599917393e-01 2.212388132024625115e-02 7.657119735557288420e-01
1.167027938758970207e-01 2.086594778733581040e-02 7.657680130315193123e-01
1.167031282362196581e-01 2.249104869905024784e-02 7.654076449003210936e-01
1.167063262598863477e-01 2.219917363729946233e-02 7.658143843913834958e-01
1.167081447260022997e-01 2.146227268340177366e-02 7.645750057706760527e-01
1.167240269076735421e-01 2.138249110245378157e-02 7.659407562237288136e-01
1.167377053629433253e-01 2.169558896872142775e-02 7.654233705974206048e-01
1.167531047763180341e-01 2.085929399942774640e-02 7.656947021192082037e-01
1.167811206204827229e-01 2.135608418668286101e-02 7.651496371852863909e-01
1.168051048681990334e-01 2.220449865047951013e-02 7.655873348061358330e-01
1.168115455300357819e-01 2.138507523084098166e-02 7.662901246183370096e-01
1.168500181073154620e-01 2.212400624638606941e-02 7.651230740700294408e-01
1.168673635085596824e-01 2.171298540610556299e-02 7.653751750467613357e-01
1.168872423194697724e-01 2.132369649722060459e-02 7.651138937599464285e-01
1.169009666921032448e-01 2.147000031977680176e-02 7.656485776659919251e-01
1.169078410965043585e-01 2.132575421004389779e-02 7.647070429511747536e-01
1.169191059366511132e-01 2.192419631411453643e-02 7.662583770835718067e-01
1.169196420930010555e-01 2.086506967292504899e-02 7.654586837004523359e-01
1.169370473446680603e-01 2.085300804826039842e-02 7.654155409335254845e-01
1.169403609460782922e-01 2.089648431878723608e-02 7.652274928346184391e-01
1.169812659153071227e-01 2.115793876406177332e-02 7.653779660178861022e-01
1.169822388674163494e-01 2.105491335920482363e-02 7.652798876852813237e-01
1.169841991469504489e-01 2.133245100582310816e-02 7.657246346396457959e-01
1.170328617937227839e-01 2.245074299645690927e-02 7.651752489329479712e-01
1.170448581776152297e-01 2.093335516675582167e-02 7.651945808996594156e-01
1.170833133659676811e-01 2.242478397952752528e-02 7.650944389206331131e-01
1.170833237944110677e-01 2.181591122816924078e-02 7.654695202066968962e-01
1.170873261489912692e-01 2.086885364463415132e-02 7.653709486306802257e-01
1.170977225526353138e-01 2.080442293226378650e-02 7.651254281167954030e-01
1.171224994902532596e-01 2.086598215096833325e-02 7.645531636972947576e-01
1.171335260893980323e-01 2.121593316845917648e-02 7.660298059205874477e-01
1.171373381969086774e-01 2.243335214357756666e-02 7.640415568482136210e-01
1.171384089782531862e-01 2.126856237723426940e-02 7.653546487557321143e-01
1.171446807500826082e-01 2.136751706419652563e-02 7.654245594540889375e-01
1.171522822485799170e-01 2.096600614277263630e-02 7.647375651024874710e-01
1.171665406570390755e-01 2.165597070062126941e-02 7.648851335581750011e-01
1.171748192028363167e-01 2.254223274216021061e-02 7.639714339068348625e-01
1.171939784034126547e-01 2.256866545581357256e-02 7.650060660266657653e-01
1.172089065017550280e-01 2.238236967474425965e-02 7.639643263813290508e-01
1.172165966953177541e-01 2.124232202986743590e-02 7.643144442132956407e-01
1.172237569027095999e-01 2.134647439659361975e-02 7.653143849430277257e-01
1.172242860921744179e-01 2.142920475369206046e-02 7.649795708827921148e-01
1.172419226379153301e-01 2.137474092997090555e-02 7.652052407682398139e-01
1.172496019215008844e-01 2.154092337266697368e-02 7.651811305588849255e-01
1.172528828199019130e-01 2.177316083157779594e-02 7.650363693131978504e-01
